Year,Date,Sport,Event,Event_gender,Team,Country_Code,Athlete,Gender,Medal,CGA,Host_City,Games,Season
1954,30 July – 7 August 1954,Cycling,Individual pursuit,Men,South Africa,RSA,Robert Fowler,Male,Bronze,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Cycling,10 Miles scratch,Men,Australia,AUS,Lindsay Cocks,Male,Gold,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Cycling,10 Miles scratch,Men,England,ENG,Keith Harrison,Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Cycling,10 Miles scratch,Men,Wales,WAL,Don Skene,Male,Bronze,WAL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Cycling,Road race,Men,England,ENG,Eric Thompson,Male,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Cycling,Road race,Men,New Zealand,NZL,John Baird,Male,Silver,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Cycling,Road race,Men,England,ENG,Bernard Pusey,Male,Bronze,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil Men,Men,England,ENG,René Paul,Male,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil Men,Men,Australia,AUS,John Fethers,Male,Silver,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil Men,Men,England,ENG,Allan Jay,Male,Bronze,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil – Team Men,Men,England,ENG,"René Paul, Allan Jay, Ralph Cooperman",Male,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil – Team Men,Men,Australia,AUS,"Ivan Lund , John Fethers , Rod Steel",Male,Silver,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil – Team Men,Men,Canada,CAN,"Carl Schwende , J.A. Howard , Roland Asselin",Male,Bronze,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Épée Men,Men,Australia,AUS,Ivan Lund,Male,Gold,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Épée Men,Men,England,ENG,René Paul,Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Épée Men,Men,Canada,CAN,Carl Schwende,Male,Bronze,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Épée – Team Men,Men,England,ENG,"René Paul, Allan Jay, Charles de Beaumont",Male,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Épée – Team Men,Men,Canada,CAN,"Carl Schwende , Edward Brooke , Roland Asselin",Male,Silver,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Épée – Team Men,Men,Australia,AUS,"Ivan Lund , John Fethers , Laurence Harding-Smith",Male,Bronze,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Sabre Men,Men,England,ENG,Mike Amberg,Male,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Sabre Men,Men,England,ENG,Ralph Cooperman,Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Sabre Men,Men,Australia,AUS,John Fethers,Male,Bronze,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Sabre- Team Men,Men,Canada,CAN,"Carl Schwende , Leslie Krasa , Roland Asselin",Male,Gold,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Sabre- Team Men,Men,England,ENG,"Michael Amberg , William Beatley , Ralph Cooperman",Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Sabre- Team Men,Men,Australia,AUS,"Ivan Lund , John Fethers , Rod Steel , Laurence Harding-Smith",Male,Bronze,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil Women,Women,England,ENG,Mary Glen-Haig,Female,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil Women,Women,England,ENG,Gillian Sheen,Female,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Fencing,Foil Women,Women,Wales,WAL,Aileen Harding,Female,Bronze,WAL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's singles,Men,Southern Rhodesia,SRH,Ralph Hodges,Male,Gold,SRH,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's singles,Men,New Zealand,NZL,James Pirret Jr.,Male,Silver,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's singles,Men,South Africa,RSA,Arthur Saunders,Male,Bronze,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's pairs,Men,Northern Ireland,NIR,"William Rosbotham , Percy Watson",Male,Gold,NIR,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's pairs,Men,Canada,CAN,"Sam Gardiner, Dick Williams",Male,Silver,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's pairs,Men,Scotland,SCO,"George Budge, John Carswell",Male,Bronze,SCO,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's Fours,Men,South Africa,RSA,"Frank Mitchell , George Wilson , John Anderson , Wilfred Randall",Male,Gold,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's Fours,Men,Hong Kong,HKG,"Alfred Coates , Jose da Luz , Raoul da Luz , Robert Gourlay",Male,Silver,HKG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Lawn Bowls,Men's Fours,Men,Southern Rhodesia,SRH,"Alan Bradley , Alex Pascoe , Fred Hockin , Ronnie Turner",Male,Bronze,SRH,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Single sculls,Men,New Zealand,NZL,Don Rowlands,Male,Gold,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Single sculls,Men,England,ENG,Sidney Rand,Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Single sculls,Men,Canada,CAN,Bobby Williams,Male,Bronze,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Double sculls,Men,Australia,AUS,Mervyn Wood & Murray Riley,Male,Gold,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Double sculls,Men,New Zealand,NZL,Bob Parker & Reg Douglas,Male,Silver,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Double sculls,Men,Canada,CAN,Donald Guest & Larry Stephan,Male,Bronze,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Coxless pair,Men,New Zealand,NZL,Bob Parker & Reg Douglas,Male,Gold,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Coxless pair,Men,England,ENG,Tom Christie & Nicholas Clack,Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Coxless pair,Men,Australia,AUS,Dave Anderson & Geoff Williamson,Male,Bronze,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Coxed four,Men,Australia,AUS,"Dave Anderson, Peter Evatt, Geoff Williamson, Mervyn Wood & Lionel Robberds",Male,Gold,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Coxed four,Men,New Zealand,NZL,"Bruce Culpan, Kerry Ashby, Murray Ashby, Bill Tinnock & Stanley Callagher",Male,Silver,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Coxed four,Men,England,ENG,"M.G.C. Savage, John Macmillan, Alastair Davidson, Maurice Legg & David Glynne-Jones",Male,Bronze,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Eights,Men,Canada,CAN,"Douglas McDonald, Glen Smith, Herman J. Zloklikovits, Ken J. Drummond, Lawrence West, Ray Sierpina, Robert Wilson, Thomas Toynbee & Thomas Harris",Male,Gold,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Rowing,Eights,Men,England,ENG,"Alastair Davidson, Alan Watson, Geoffrey Page, John Pope, Joe Eldeen, M.G.C. Savage, Maurice Legg, John Macmillan & David Glynne-Jones",Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Bantamweight,Men,England,ENG,Maurice Megennis,Male,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Bantamweight,Men,England,ENG,Frank Cope,Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Bantamweight,Men,Australia,AUS,Keith Caple,Male,Bronze,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Featherweight,Men,Trinidad and Tobago,TRI,Rodney Wilkes,Male,Gold,TRI,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Featherweight,Men,Canada,CAN,Jules Sylvain,Male,Silver,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Featherweight,Men,Wales,WAL,Ron Jenkins,Male,Bronze,WAL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Lightweight,Men,Australia,AUS,Vern Barberis,Male,Gold,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Lightweight,Men,Barbados,BAR,George Nicholls,Male,Silver,BAR,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Lightweight,Men,South Africa,RSA,Jan Pieterse,Male,Bronze,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Middleweight,Men,England,ENG,Jim Halliday,Male,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Middleweight,Men,Trinidad and Tobago,TRI,Lionel de Freitas,Male,Silver,TRI,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Middleweight,Men,British Guiana,BGU,Julius Park,Male,Bronze,BGU,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Light Heavyweight,Men,Canada,CAN,Gerry Gratton,Male,Gold,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Light Heavyweight,Men,South Africa,RSA,Louis Greeff,Male,Silver,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Light Heavyweight,Men,New Zealand,NZL,Tony George,Male,Bronze,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Middle Heavyweight,Men,Canada,CAN,Keevil Daly,Male,Gold,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Middle Heavyweight,Men,Trinidad and Tobago,TRI,Lennox Kilgour,Male,Silver,TRI,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Middle Heavyweight,Men,England,ENG,Joseph Barnett,Male,Bronze,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Heavyweight,Men,Canada,CAN,Doug Hepburn,Male,Gold,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Heavyweight,Men,Canada,CAN,Dave Baillie,Male,Silver,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Weightlifting,Heavyweight,Men,New Zealand,NZL,Harold Cleghorn,Male,Bronze,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Flyweight,Men,South Africa,RSA,Louis Baise,Male,Gold,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Flyweight,Men,Australia,AUS,Fred Flannery,Male,Silver,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Flyweight,Men,Pakistan,PAK,Din Mohammad,Male,Bronze,PAK,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Bantamweight,Men,Australia,AUS,Geoff Jameson,Male,Gold,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Bantamweight,Men,Pakistan,PAK,Muhammad Amin,Male,Silver,PAK,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Bantamweight,Men,Northern Rhodesia,NRH,Ian Epton,Male,Bronze,NRH,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Featherweight,Men,South Africa,RSA,Abraham Geldenhuys,Male,Gold,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Featherweight,Men,England,ENG,Herbie Hall,Male,Silver,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Featherweight,Men,New Zealand,NZL,John Armitt,Male,Bronze,NZL,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Lightweight,Men,South Africa,RSA,Godfrey Pienaar,Male,Gold,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Lightweight,Men,Canada,CAN,Ruby Leobovitch,Male,Silver,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Lightweight,Men,Australia,AUS,Dick Garrard,Male,Bronze,AUS,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Welterweight,Men,South Africa,RSA,Nick Loubser,Male,Gold,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Welterweight,Men,Pakistan,PAK,Abdul Rashid,Male,Silver,PAK,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Welterweight,Men,England,ENG,Ray Myland,Male,Bronze,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Middleweight,Men,South Africa,RSA,Hermanus van Zyl,Male,Gold,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Middleweight,Men,Canada,CAN,Jim Christie,Male,Silver,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Middleweight,Men,England,ENG,Harry Kendall,Male,Bronze,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Light Heavyweight,Men,South Africa,RSA,Jacob Theron,Male,Gold,RSA,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Light Heavyweight,Men,Canada,CAN,Bob Steckle,Male,Silver,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Light Heavyweight,Men,Northern Rhodesia,NRH,Dan van Staden,Male,Bronze,NRH,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Heavyweight,Men,England,ENG,Ken Richmond,Male,Gold,ENG,Vancouver,1954 British Empire and Commonwealth Games,Summer
1954,30 July – 7 August 1954,Wrestling,Heavyweight,Men,Canada,CAN,Keith Maltman,Male,Silver,CAN,Vancouver,1954 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,3m springboard (m),Men,England,ENG,Keith Collin,Male,Gold,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,3m springboard (m),Men,Canada,CAN,Bill Patrick,Male,Silver,CAN,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,3m springboard (m),Men,England,ENG,Peter Tarsey,Male,Bronze,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,10m platform (m),Men,Scotland,SCO,Peter Heatly,Male,Gold,SCO,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,10m platform (m),Men,England,ENG,Brian Phelps,Male,Silver,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,10m platform (m),Men,England,ENG,Ray Cann,Male,Bronze,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,3m Springboard (w),Women,England,ENG,Charmain Welsh,Female,Gold,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,3m Springboard (w),Women,Canada,CAN,Irene MacDonald,Female,Silver,CAN,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,3m Springboard (w),Women,England,ENG,Liz Ferris,Female,Bronze,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,10m platform (w),Women,England,ENG,Charmain Welsh,Female,Gold,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,10m platform (w),Women,England,ENG,Ann Long,Female,Silver,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Diving,10m platform (w),Women,England,ENG,Molly Wieland,Female,Bronze,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd freestyle,Men,Australia,AUS,John Devitt,Male,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd freestyle,Men,Australia,AUS,Gary Chapman,Male,Silver,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd freestyle,Men,Australia,AUS,Geoff Shipton,Male,Bronze,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,440 yd freestyle,Men,Australia,AUS,John Konrads,Male,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,440 yd freestyle,Men,Scotland,SCO,Ian Black,Male,Silver,SCO,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,440 yd freestyle,Men,Australia,AUS,Gary Winram,Male,Bronze,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,1650 yd freestyle,Men,Australia,AUS,John Konrads,Male,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,1650 yd freestyle,Men,Australia,AUS,Gary Winram,Male,Silver,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,1650 yd freestyle,Men,South Africa,RSA,Murray McLachlan,Male,Bronze,RSA,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd backstroke,Men,Australia,AUS,John Monckton,Male,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd backstroke,Men,Australia,AUS,John Hayres,Male,Silver,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd backstroke,Men,Canada,CAN,Bob Wheaton,Male,Bronze,CAN,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd breaststroke,Men,Australia,AUS,Terry Gathercole,Male,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd breaststroke,Men,South Africa,RSA,Peter Rocchi,Male,Silver,RSA,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd breaststroke,Men,England,ENG,Chris Walkden,Male,Bronze,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd butterfly,Men,Scotland,SCO,Ian Black,Male,Gold,SCO,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd butterfly,Men,England,ENG,Graham Symonds,Male,Silver,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd butterfly,Men,Australia,AUS,Brian Wilkinson,Male,Bronze,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×220 yd freestyle relay,Men,Australia,AUS,"Gary Chapman, Brian Wilkinson, John Konrads, John Devitt",Male,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×220 yd freestyle relay,Men,Scotland,SCO,"Athole Still, Ian Black, James Leiper, Bob Sreenan",Male,Silver,SCO,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×220 yd freestyle relay,Men,Canada,CAN,"Kenneth Williams, Peter Bell, Cam Grout, Bill Slater",Male,Bronze,CAN,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd medley relay,Men,Australia,AUS,"Gary Chapman, John Monckton, John Devitt, Terry Gathercole",Male,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd medley relay,Men,Canada,CAN,"George Park, Kenneth Williams, Peter Bell, Bob Wheaton",Male,Silver,CAN,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd medley relay,Men,England,ENG,"Christopher Walkden, Graham Sykes, Graham Symonds, Neil McKechnie",Male,Bronze,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd freestyle,Women,Australia,AUS,Dawn Fraser,Female,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd freestyle,Women,Australia,AUS,Lorraine Crapp,Female,Silver,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd freestyle,Women,Australia,AUS,Alva Colquhoun,Female,Bronze,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,440 yd freestyle,Women,Australia,AUS,Ilsa Konrads,Female,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,440 yd freestyle,Women,Australia,AUS,Dawn Fraser,Female,Silver,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,440 yd freestyle,Women,Australia,AUS,Lorraine Crapp,Female,Bronze,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd backstroke,Women,England,ENG,Judy Grinham,Female,Gold,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd backstroke,Women,England,ENG,Margaret Edwards,Female,Silver,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd backstroke,Women,New Zealand,NZL,Philippa Gould,Female,Bronze,NZL,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd breaststroke,Women,England,ENG,Anita Lonsbrough,Female,Gold,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd breaststroke,Women,England,ENG,Jackie Dyson,Female,Silver,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,220 yd breaststroke,Women,England,ENG,Christine Gosden,Female,Bronze,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd butterfly,Women,Australia,AUS,Beverley Bainbridge,Female,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd butterfly,Women,New Zealand,NZL,Tessa Staveley,Female,Silver,NZL,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,110 yd butterfly,Women,Canada,CAN,Margaret Iwasaki,Female,Bronze,CAN,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd freestyle relay,Women,Australia,AUS,"Alva Colquhoun, Dawn Fraser, Lorraine Crapp, Sandra Morgan",Female,Gold,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd freestyle relay,Women,Canada,CAN,"Gladys Priestley, Margaret Iwasaki , Susan Sangster, Sara Barber",Female,Silver,CAN,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd freestyle relay,Women,England,ENG,"Beryl Noakes, Diana Wilkinson, Judy Grinham, Anne Marshall",Female,Bronze,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd medley relay,Women,England,ENG,"Judy Grinham, Anita Lonsbrough, Christine Gosden, Diana Wilkinson",Female,Gold,ENG,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd medley relay,Women,Australia,AUS,"Alva Colquhoun, Barbara Evans, Beverley Bainbridge, Gergaynia Beckett",Female,Silver,AUS,Cardiff,1958 British Empire and Commonwealth Games,Summer
1958,18 to 26 July 1958,Swimming,4×110 yd medley relay,Women,Canada,CAN,"Gladys Priestley, Irene Service, Margaret Iwasaki, Sara Barber",Female,Bronze,CAN,Cardiff,1958 British Empire and Commonwealth Games,Summer
